produit,marque,code_barre,prix,prix_num,categorie,magasin,url_magasin,url_produit
Pâtes coquillon encre de seiche FERME D ECUILLON,FERME D ECUILLON,3683080398242,"4,50 €",4.5,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillon-encre-de-seiche-ferme-d-ecuillon-3683080398242
Naturata - Macaroni À L'épeautre Bio 500 G,G,4024297062615,"4,55 €",4.55,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/naturata-macaroni-a-l-epeautre-bio-500-g-4024297062615?s=2650
Pâtes Blé Complet Fusilli N°36 Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740125363,"4,59 €",4.59,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-ble-complet-fusilli-n036-bio-1881-pasta-berruto-paquet-500g-8003740125363?s=2122
Pâtes Italiennes Maccaroni Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740121709,"4,59 €",4.59,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-maccaroni-bio-1881-pasta-berruto-paquet-500g-8003740121709?s=2122
Pâtes Italiennes Spaghetti N°5 Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740120054,"4,59 €",4.59,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-spaghetti-n05-bio-1881-pasta-berruto-paquet-500g-8003740120054?s=2122
Pâtes Bio Italienne Blé Complet Penne N°31 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740125318,"4,59 €",4.59,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-bio-italienne-ble-complet-penne-n031-1881-pasta-berruto-paquet-500g-8003740125318?s=2122
Pâtes Italiennes Fusilli 36 Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740120368,"4,59 €",4.59,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-fusilli-36-bio-1881-pasta-berruto-paquet-500g-8003740120368?s=2122
Naturata - Spirales D' Épeautre Bio 500 G,G,4024297061601,"4,60 €",4.6,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/naturata-spirales-d-epeautre-bio-500-g-4024297061601?s=2650
Naturata - Pâtes Lasagnes 250 G,G,4024297004356,"4,60 €",4.6,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/naturata-pates-lasagnes-250-g-4024297004356?s=2650
Pâtes Elicoidali n°49 RUMMO,RUMMO,8008343235778,"4,65 €",4.65,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-elicoidali-n049-rummo-8008343235778
Nouilles Chinoises Riz Brun Et Wakame 25 - Terrasana,,8713576282542,"4,70 €",4.7,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-chinoises-riz-brun-et-wakame-25-terrasana-8713576282542?s=2650
Mienoodles Epeautre Sans Oeuf 250g - Alb Natur,,4018722308942,"4,76 €",4.76,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mienoodles-epeautre-sans-oeuf-250g-alb-natur-4018722308942?s=2650
Pâtes Italiennes Spaghetti N°5 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,8003740002282,"4,79 €",4.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-spaghetti-n05-1881-pasta-berruto-paquet-500g-8003740002282?s=2122
Probios - Nouilles Ramen 250 G,G,8018699025817,"4,79 €",4.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/probios-nouilles-ramen-250-g-8018699025817?s=2650
Probios - Nouilles Au Wok 250 G,G,8018699025824,"4,79 €",4.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/probios-nouilles-au-wok-250-g-8018699025824?s=2650
Nouilles Sarrasin Patate Douce - Terrasana,,8713576282559,"4,79 €",4.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-sarrasin-patate-douce-terrasana-8713576282559?s=2650
"Pâtes - Gamme Hve ""lampions"" - Valfleuri VALFLEURI",VALFLEURI,3264963029196,"4,85 €",4.85,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-lampions-valfleuri-3264963029196?s=2122
"Pâtes - Gamme Hve ""serpentini"" - Valfleuri VALFLEURI",VALFLEURI,3264963029189,"4,85 €",4.85,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-serpentini-valfleuri-3264963029189?s=2122
"Pâtes - Gamme Hve ""coquillette"" - Valfleuri VALFLEURI",VALFLEURI,3264963029165,"4,85 €",4.85,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-coquillette-valfleuri-3264963029165?s=2122
Pâtes crozets sarrasin ALPINA,ALPINA,3252970009577,"4,89 €",4.89,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-crozets-sarrasin-alpina-3252970009577
Pâtes Tagliatelles N°88 - Savino Pasta SAVINO PASTA,SAVINO PASTA,3580281186886,"4,89 €",4.89,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tagliatelles-n088-savino-pasta-3580281186886?s=2122
Pâtes Italiennes Penne N°30 - Sans Gluten - 1881 Pasta Berruto - Paquet 400g PASTA BERRUTO - 1881,,8003740636166,"4,89 €",4.89,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-penne-n030-sans-gluten-1881-pasta-berruto-paquet-400g-8003740636166?s=2122
Pâtes festoni L'ORO DI GRAGNANO,L'ORO DI GRAGNANO,8033986411579,"4,90 €",4.9,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-festoni-l-oro-di-gragnano-8033986411579
Castagno - Lasagne 500 G,G,8013885052257,"4,93 €",4.93,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/castagno-lasagne-500-g-8013885052257?s=2650
Castagno - Spaghetti Au Kamut Au Blé Entier 500 G,G,8013885050246,"4,93 €",4.93,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/castagno-spaghetti-au-kamut-au-ble-entier-500-g-8013885050246?s=2650
Pâtes Italiennes Coquillettes Bio En Vrac 500g VRACBIO,VRACBIO,5082055888722,"4,95 €",4.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-coquillettes-bio-en-vrac-500g-5082055888722?s=2338
Fideos Pour Fideua Gallo 450 Grs,,,"5,00 €",5.0,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/fideos-pour-fideua-gallo-450-grs-b937db63-ce13-493b-8bda-92378da81c9e?s=2264
Fideos Fins Pour Fideua Gallo 450 Grs,,,"5,00 €",5.0,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/fideos-fins-pour-fideua-gallo-450-grs-55352b54-2691-43df-9e78-3fa1ce90c4f8?s=2264
Pâtes Italiennes Penne Rigate Bio En Vrac 500g VRACBIO,VRACBIO,2431832999411,"5,23 €",5.23,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-penne-rigate-bio-en-vrac-500g-2431832999411?s=2338
Pâtes Italiennes Spaghetti Bio En Vrac 500g VRACBIO,VRACBIO,3247562562035,"5,23 €",5.23,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-spaghetti-bio-en-vrac-500g-3247562562035?s=2338
Pâtes Italiennes Fusilli Bio En Vrac 500g VRACBIO,VRACBIO,3687809511905,"5,23 €",5.23,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-fusilli-bio-en-vrac-500g-3687809511905?s=2338
Pâtes Italiennes Spaghetti 5 - Sans Gluten - 1881 Pasta Berruto - Paquet 400g PASTA BERRUTO - 1881,,8003740636067,"5,39 €",5.39,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-spaghetti-5-sans-gluten-1881-pasta-berruto-paquet-400g-8003740636067?s=2122
"Pâtes - Gamme Hve ""penne"" - Valfleuri VALFLEURI",VALFLEURI,3264963029219,"5,39 €",5.39,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-penne-valfleuri-3264963029219?s=2122
Plat Cuisiné    Kit bo bun TANOSHI,TANOSHI,3229820803319,"5,39 €",5.39,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/plat-cuisine-kit-bo-bun-tanoshi-3229820803319
Pâtes ondillon trio tomate epinard FERME D ECUILLON,FERME D ECUILLON,3683080398310,"5,40 €",5.4,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-ondillon-trio-tomate-epinard-ferme-d-ecuillon-3683080398310
Lasagne sans gluten SCHAR,SCHAR,8008698041925,"5,85 €",5.85,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lasagne-sans-gluten-schar-8008698041925
Pâte Trecce Dell'orto - Italie - Casa Milo -  Paquet 500g CASA MILO,CASA MILO,8017070611762,"5,89 €",5.89,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pate-trecce-dell-orto-italie-casa-milo-paquet-500g-8017070611762?s=2122
Ramen Soja TANOSHI,TANOSHI,3229820804361,"5,99 €",5.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/ramen-soja-tanoshi-3229820804361
Nouilles Soba - Chao'an - Paquet 500g CHAO'AN,CHAO'AN,3580282816362,"6,09 €",6.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-soba-chao-an-paquet-500g-3580282816362?s=2122
Pâtes Italiennes Penne Rigate Bio En Vrac 1 Kg VRACBIO,VRACBIO,9965274333913,"6,50 €",6.5,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-penne-rigate-bio-en-vrac-1-kg-9965274333913?s=2338
Pâtes Italiennes Coquillettes Bio En Vrac 1 Kg VRACBIO,VRACBIO,6493631112022,"6,50 €",6.5,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-coquillettes-bio-en-vrac-1-kg-6493631112022?s=2338
Slendier - Spaghetti Aux Haricots Noirs De Soja 200 G,G,9346976001605,"6,95 €",6.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/slendier-spaghetti-aux-haricots-noirs-de-soja-200-g-9346976001605?s=2650
Lasagne 250 Gr LA FABBRICA DELLA PASTA DI GRAGNANO,PASTA DI GRAGNANO,8033406264358,"7,00 €",7.0,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lasagne-250-gr-8033406264358?s=2856
Lot 3x Pâtes Italiennes Caserecce N°163 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057143,"7,17 €",7.17,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-caserecce-n0163-1881-pasta-berruto-paquet-500g-3665549057143?s=2122
Tagliatelles Au Safran - Sachet 250g PATES FABRE,PATES FABRE,3565490000666,"7,65 €",7.65,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tagliatelles-au-safran-sachet-250g-3565490000666?s=2541
Pâtes Italiennes Fusilli Bio En Vrac 1 Kg VRACBIO,VRACBIO,5695124350114,"7,80 €",7.8,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-fusilli-bio-en-vrac-1-kg-5695124350114?s=2338
Sanavi - Nouilles Aux Cheveux D'ange Sans Gluten - Harifen 500 G,G,8425887003159,"7,95 €",7.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sanavi-nouilles-aux-cheveux-d-ange-sans-gluten-harifen-500-g-8425887003159?s=2650
Pâtes Italiennes Spaghetti Bio En Vrac 1 Kg VRACBIO,VRACBIO,6924104831930,"7,99 €",7.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-italiennes-spaghetti-bio-en-vrac-1-kg-6924104831930?s=2338
Nouilles De Riz Assaisonnées - Exotic Food EXOTIC FOOD,EXOTIC FOOD,8853662005003,"8,09 €",8.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-assaisonnees-exotic-food-8853662005003?s=2122
Lot 3x Pâtes Conchiglioni N°39  - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057266,"8,25 €",8.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-conchiglioni-n039-savino-pasta-paquet-500g-3665549057266?s=2122
Lot 3x Pâtes Coquillettes Rigate N°51  - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057235,"8,25 €",8.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-coquillettes-rigate-n051-savino-pasta-paquet-500g-3665549057235?s=2122
Lot 3x Pâtes Penne Rigate N°31 - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057297,"8,25 €",8.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-penne-rigate-n031-savino-pasta-paquet-500g-3665549057297?s=2122
Lot 3x Pâtes Fidelini Corti N°131 Pqt 500g  - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057204,"8,25 €",8.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-fidelini-corti-n0131-pqt-500g-savino-pasta-paquet-500g-3665549057204?s=2122
Lot 3x Pâtes Italiennes Penne Rigate Bio - 1881 Pasta Berruto -  Paquet 500g PASTA BERRUTO - 1881,,3665549056979,"8,52 €",8.52,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-penne-rigate-bio-1881-pasta-berruto-paquet-500g-3665549056979?s=2122
Lot 3x Pâtes Italiennes Coquillette Bio N°252 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057112,"8,52 €",8.52,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-coquillette-bio-n0252-1881-pasta-berruto-paquet-500g-3665549057112?s=2122
Lot 3x Pâtes Bio Italienne Blé Complet Penne N°31 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057020,"8,79 €",8.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-bio-italienne-ble-complet-penne-n031-1881-pasta-berruto-paquet-500g-3665549057020?s=2122
Lot 3x Pâtes Italiennes Maccaroni Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057082,"8,79 €",8.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-maccaroni-bio-1881-pasta-berruto-paquet-500g-3665549057082?s=2122
Lot 3x Pâtes Blé Complet Fusilli N°36 Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057051,"8,79 €",8.79,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-ble-complet-fusilli-n036-bio-1881-pasta-berruto-paquet-500g-3665549057051?s=2122
Orge Bio En Vrac 1 Kg VRACBIO,VRACBIO,1259849619761,"9,14 €",9.14,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/orge-bio-en-vrac-1-kg-1259849619761?s=2338
Lot 3x Pâtes Italiennes Spaghetti N°5 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549060440,"9,33 €",9.33,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-spaghetti-n05-1881-pasta-berruto-paquet-500g-3665549060440?s=2122
Lot 3x Nouilles Chinoises Sèches Instantanée - Chao'an - Sachet 400g CHAO'AN,CHAO'AN,3665549064424,"9,87 €",9.87,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-nouilles-chinoises-seches-instantanee-chao-an-sachet-400g-3665549064424?s=2122
Nouilles De Riz - Exotic Food EXOTIC FOOD,EXOTIC FOOD,3665549104564,"10,14 €",10.14,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-exotic-food-3665549104564?s=2122
Pâtes coquillettes cuisson rapide PANZANI,PANZANI,3038359006418,"10,25 €",10.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-cuisson-rapide-panzani-3038359006418
Pâtes torti PANZANI,PANZANI,3038359006432,"10,25 €",10.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torti-panzani-3038359006432
Pâtes penne rigate cuisson rapide PANZANI,PANZANI,3038359006425,"10,25 €",10.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-cuisson-rapide-panzani-3038359006425
"Pâtes - Gamme Hve ""tagliatelle"" - Valfleuri VALFLEURI",VALFLEURI,3665549116086,"10,34 €",10.34,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-tagliatelle-valfleuri-3665549116086?s=2122
"Pâtes - Gamme Hve ""penne"" - Valfleuri VALFLEURI",VALFLEURI,3665549116079,"10,95 €",10.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gamme-hve-penne-valfleuri-3665549116079?s=2122
Lot 3x Pâtes Aux Oeufs Spaetzle Igp France  - La Belle Alsacienne - Paquet 250g LA BELLE ALSACIENNE,LA BELLE ALSACIENNE,3665549058126,"10,95 €",10.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-aux-oeufs-spaetzle-igp-france-la-belle-alsacienne-paquet-250g-3665549058126?s=2122
Lot 3x Pâtes Italiennes Penne N°30 - Sans Gluten - 1881 Pasta Berruto - Paquet 400g PASTA BERRUTO - 1881,,3665549057488,"12,30 €",12.3,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-penne-n030-sans-gluten-1881-pasta-berruto-paquet-400g-3665549057488?s=2122
Lot 3x Pâte Trecce Dell'orto - Italie - Casa Milo -  Paquet 500g CASA MILO,CASA MILO,3665549060389,"12,30 €",12.3,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pate-trecce-dell-orto-italie-casa-milo-paquet-500g-3665549060389?s=2122
Lot 6x Pâtes Italiennes Caserecce N°163 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057136,"12,70 €",12.7,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-italiennes-caserecce-n0163-1881-pasta-berruto-paquet-500g-3665549057136?s=2122
Lot 3x Nouilles Soba - Chao'an - Paquet 500g CHAO'AN,CHAO'AN,3665549064417,"12,84 €",12.84,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-nouilles-soba-chao-an-paquet-500g-3665549064417?s=2122
Lot 3x Pâtes Italiennes Spaghetti 5 - Sans Gluten - 1881 Pasta Berruto - Paquet 400g PASTA BERRUTO - 1881,,3665549057501,"13,65 €",13.65,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-3x-pates-italiennes-spaghetti-5-sans-gluten-1881-pasta-berruto-paquet-400g-3665549057501?s=2122
Soupe déshydratée nouilles saveur crevettes YUM YUM,YUM YUM,8852018141051,"14,45 €",14.45,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-deshydratee-nouilles-saveur-crevettes-yum-yum-8852018141051
Soupe déshydratée nouilles saveur bœuf YUM YUM,YUM YUM,8852018141013,"14,50 €",14.5,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-deshydratee-nouilles-saveur-boeuf-yum-yum-8852018141013
Plat cuisiné  soupe nouille poulet YUM YUM,YUM YUM,8852018141020,"14,50 €",14.5,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/plat-cuisine-soupe-nouille-poulet-yum-yum-8852018141020
Lot 6x Pâtes Penne Rigate N°31 - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057280,"14,74 €",14.74,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-penne-rigate-n031-savino-pasta-paquet-500g-3665549057280?s=2122
Lot 6x Pâtes Coquillettes Rigate N°51  - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057228,"14,74 €",14.74,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-coquillettes-rigate-n051-savino-pasta-paquet-500g-3665549057228?s=2122
Lot 6x Pâtes Conchiglioni N°39  - Savino Pasta - Paquet 500g SAVINO PASTA,SAVINO PASTA,3665549057259,"14,74 €",14.74,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-conchiglioni-n039-savino-pasta-paquet-500g-3665549057259?s=2122
Lot 6x Pâtes Italiennes Coquillette Bio N°252 - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057105,"15,25 €",15.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-italiennes-coquillette-bio-n0252-1881-pasta-berruto-paquet-500g-3665549057105?s=2122
Lot 6x Pâtes Italiennes Penne Rigate Bio - 1881 Pasta Berruto -  Paquet 500g PASTA BERRUTO - 1881,,3665549056962,"15,25 €",15.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-italiennes-penne-rigate-bio-1881-pasta-berruto-paquet-500g-3665549056962?s=2122
Lot 6x Pâtes Italiennes Spaghetti N°5 Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549056993,"15,76 €",15.76,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-italiennes-spaghetti-n05-bio-1881-pasta-berruto-paquet-500g-3665549056993?s=2122
Lot 6x Pâtes Italiennes Maccaroni Bio - 1881 Pasta Berruto - Paquet 500g PASTA BERRUTO - 1881,,3665549057075,"15,76 €",15.76,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lot-6x-pates-italiennes-maccaroni-bio-1881-pasta-berruto-paquet-500g-3665549057075?s=2122
