produit,marque,code_barre,prix,prix_num,categorie,magasin,url_magasin,url_produit
Haricots coco plats,,3276558134772,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-coco-plats-3276558134772
Pommes Granny Smith Bio,,3276555362994,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pommes-granny-smith-bio-3276555362994
Asperges Blanches Mini GEANT VERT,GEANT VERT,3254474018512,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/asperges-blanches-mini-geant-vert-3254474018512
Sucre Complet De Canne Pérou Bio ETHIQUABLE,ETHIQUABLE,3760091720207,"2,89 €",2.89,alimentaire_sucre,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sucre-complet-de-canne-perou-bio-ethiquable-3760091720207
Toast Grillés LA SABLAISE,LA SABLAISE,3375160002032,"2,89 €",2.89,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/toast-grilles-la-sablaise-3375160002032
Haricots Blancs LA FERME DE LOUIS,FERME DE LOUIS,3446400000054,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-blancs-la-ferme-de-louis-3446400000054
Brioche tréssée nature au sucre perlé sans additifs HARRYS,HARRYS,3228857001231,"2,89 €",2.89,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/brioche-tressee-nature-au-sucre-perle-sans-additifs-harrys-3228857001231
Tomates cerises rouges,,3276554572110,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tomates-cerises-rouges-3276554572110
Pains au lait PASQUIER,PASQUIER,3256540000704,"2,89 €",2.89,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pains-au-lait-pasquier-3256540000704
Dentifrice Nettoyage Et Protection Fluoré ORAL-B,ORAL-B,8001090679611,"2,89 €",2.89,hygiene_dentifrice,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/dentifrice-nettoyage-et-protection-fluore-oral-b-8001090679611
Mogette cuisiné à la tomate OLVAC,OLVAC,3501430000129,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mogette-cuisine-a-la-tomate-olvac-3501430000129
Pommes bio de nos régions,,3523680332461,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pommes-bio-de-nos-regions-3523680332461
Navettes briochées BISCUITERIE CASTELLANE,BISCUITERIE CASTELLANE,3307484001101,"2,89 €",2.89,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/navettes-briochees-biscuiterie-castellane-3307484001101
Sucre en morceau bio Muscovado complet ALTER ECO,ALTER ECO,3700214610480,"2,89 €",2.89,alimentaire_sucre,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sucre-en-morceau-bio-muscovado-complet-alter-eco-3700214610480
Liquide vaisselle Amande Hypoallergénique Ecolabel L'ARBRE VERT,L'ARBRE VERT,3450601047053,"2,89 €",2.89,entretien_liquide_vaisselle,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/liquide-vaisselle-amande-hypoallergenique-ecolabel-l-arbre-vert-3450601047053
Oignons jaunes,,3276554574855,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oignons-jaunes-3276554574855
Oignons jaunes,,3276554575784,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oignons-jaunes-3276554575784
Pommes Goldrush Bio,,3523680351196,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pommes-goldrush-bio-3523680351196
Thon entier au naturel CONNETABLE,CONNETABLE,3263670399516,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/thon-entier-au-naturel-connetable-3263670399516
Miettes de thon huile d'olive vierge extra PETIT NAVIRE,PETIT NAVIRE,3019081236106,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/miettes-de-thon-huile-d-olive-vierge-extra-petit-navire-3019081236106
Thon à la catalane LES MOUETTES D'ARVOR,LES MOUETTES D'ARVOR,3365621164867,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/thon-a-la-catalane-les-mouettes-d-arvor-3365621164867
Plat cuisiné mogettes à la Charentaise  ALAIN MARTIN,ALAIN MARTIN,3267615005135,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/plat-cuisine-mogettes-a-la-charentaise-alain-martin-3267615005135
Œufs  gros coque Bio CARREFOUR BIO,CARREFOUR BIO,3560071259259,"2,89 €",2.89,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-gros-coque-bio-carrefour-bio-3560071259259
Pain de Mie Graines de Lin et Tournesol Bio LA BOULANGERE,LA BOULANGERE,3760049798746,"2,89 €",2.89,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-de-mie-graines-de-lin-et-tournesol-bio-la-boulangere-3760049798746
Edulcorant Poudre Sucralose CANDEREL,CANDEREL,3329757003506,"2,89 €",2.89,alimentaire_sucre,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/edulcorant-poudre-sucralose-canderel-3329757003506
Nouilles de riz 3mm Thailande MEI ASIA,MEI ASIA,3661945390709,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-3mm-thailande-mei-asia-3661945390709
Nouilles Riz précuites TANOSHI,TANOSHI,3229820803265,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-riz-precuites-tanoshi-3229820803265
Dentifrice Triple Action Fraîcheur COLGATE,COLGATE,8718951653924,"2,89 €",2.89,hygiene_dentifrice,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/dentifrice-triple-action-fraicheur-colgate-8718951653924
Pommes Red Love Bio,,3523680491090,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pommes-red-love-bio-3523680491090
Oignons jaunes bio,,3276559532591,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oignons-jaunes-bio-3276559532591
Pâtés assortiment SIMPL,SIMPL,3560071490263,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-assortiment-simpl-3560071490263
Nouilles japonaises avec sauce poulet Yakitori Soba NISSIN,NISSIN,5997523311230,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-japonaises-avec-sauce-poulet-yakitori-soba-nissin-5997523311230
Abricots moelleux SIMPL,SIMPL,3560071492021,"2,89 €",2.89,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/abricots-moelleux-simpl-3560071492021
Thon entier albacore au naturel CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560071329716,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/thon-entier-albacore-au-naturel-carrefour-classic-3560071329716
Pois chiches EDERKI,EDERKI,3277510000302,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pois-chiches-ederki-3277510000302
Pate tagliatelle aux œufs LUCIANA MOSCONI,LUCIANA MOSCONI,8014207001106,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pate-tagliatelle-aux-oeufs-luciana-mosconi-8014207001106
Pâtes fettuccine aux œufs LUCIANA MOSCONI,LUCIANA MOSCONI,8014207001205,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fettuccine-aux-oeufs-luciana-mosconi-8014207001205
Shampoing Pour Tous Types De Cheveux Bio CARREFOUR SOFT BIO,CARREFOUR SOFT BIO,3560071414443,"2,89 €",2.89,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-pour-tous-types-de-cheveux-bio-carrefour-soft-bio-3560071414443
Shampoing Nourrit et Protège pour Cheveux secs Bio Amande douce CARREFOUR SOFT BIO,CARREFOUR SOFT BIO,3560071468842,"2,89 €",2.89,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-nourrit-et-protege-pour-cheveux-secs-bio-amande-douce-carrefour-soft-bio-3560071468842
Maïs  Doux Bio  MEME GEORGETTE,MEME GEORGETTE,3662790002106,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mais-doux-bio-meme-georgette-3662790002106
Vermicelle de riz 5mm MEI ASIA,MEI ASIA,3661945390716,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelle-de-riz-5mm-mei-asia-3661945390716
Nouilles japonaises avec sauce bœuf Sukiyaki Soba NISSIN,NISSIN,5997523311216,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-japonaises-avec-sauce-boeuf-sukiyaki-soba-nissin-5997523311216
Soba nouilles Sautées Teriyaki  NISSIN,NISSIN,5997523313159,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soba-nouilles-sautees-teriyaki-nissin-5997523313159
Miettes de Thon à la Sauce Tomate PETIT NAVIRE,PETIT NAVIRE,3019089044482,"2,89 €",2.89,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/miettes-de-thon-a-la-sauce-tomate-petit-navire-3019089044482
Dentifrice Integral 8 Resist+ Effet Prébiotique SIGNAL,SIGNAL,8720181419133,"2,89 €",2.89,hygiene_dentifrice,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/dentifrice-integral-8-resist-effet-prebiotique-signal-8720181419133
Soba nouilles Sautées Classique NISSIN,NISSIN,5997523313111,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soba-nouilles-sautees-classique-nissin-5997523313111
Nouilles japonaises Yakisoba Chili Soba NISSIN,NISSIN,5997523313135,"2,89 €",2.89,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-japonaises-yakisoba-chili-soba-nissin-5997523313135
Spray au Origan FUCHS,FUCHS,3353870002764,"2,90 €",2.9,alimentaire_huile,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spray-au-origan-fuchs-3353870002764
Spray de Gingembre FUCHS,FUCHS,3353870002689,"2,90 €",2.9,alimentaire_huile,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spray-de-gingembre-fuchs-3353870002689
Pain pita,,3523680385542,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-pita-3523680385542
Spray Basilic Pressé à Froid FUCHS,FUCHS,3353870002757,"2,90 €",2.9,alimentaire_huile,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spray-basilic-presse-a-froid-fuchs-3353870002757
Gâteau marbré Chunks Choco,,3523680260276,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/gateau-marbre-chunks-choco-3523680260276
Oeufs fermier Label Rouge LES CAMPAGNES,LES CAMPAGNES,3251320000448,"2,90 €",2.9,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-fermier-label-rouge-les-campagnes-3251320000448
Oeufs LE CLOS ST JACQUES,CLOS ST JACQUES,3175155064003,"2,90 €",2.9,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-le-clos-st-jacques-3175155064003
Tartes fines aux pommes,,3276550655497,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tartes-fines-aux-pommes-3276550655497
Sésame Abricot POULAILLON,POULAILLON,3581082107001,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sesame-abricot-poulaillon-3581082107001
Moricette Pavot,,3581082102204,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/moricette-pavot-3581082102204
Mille-feuille,,3276550578192,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mille-feuille-3276550578192
Tarte aux pommes TARTEFRAIS,TARTEFRAIS,3456580128011,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tarte-aux-pommes-tartefrais-3456580128011
Paris-brest,,3276550577515,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/paris-brest-3276550577515
Millefeuille,,3291810079011,"2,90 €",2.9,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/millefeuille-3291810079011
Spray au Citron FUCHS,FUCHS,3353870002702,"2,90 €",2.9,alimentaire_huile,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spray-au-citron-fuchs-3353870002702
Spray au Romarin FUCHS,FUCHS,3353870002733,"2,90 €",2.9,alimentaire_huile,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spray-au-romarin-fuchs-3353870002733
Ananas extra sweet FLORETTE,FLORETTE,3280221512224,"2,90 €",2.9,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/ananas-extra-sweet-florette-3280221512224
Tomates cerises allongées Allongée,,3523680330597,"2,90 €",2.9,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tomates-cerises-allongees-allongee-3523680330597
Avocats Bio,,3276552314118,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/avocats-bio-3276552314118
Haricots verts fins éboutés,,3276554569912,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-verts-fins-eboutes-3276554569912
Champignons à farcir,,3276552644628,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/champignons-a-farcir-3276552644628
Pomme de terre primeur Délicatesse,,3276555139145,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pomme-de-terre-primeur-delicatesse-3276555139145
Nova Diet - Macaroni Au Blé Entier 500 G,G,8425652062022,"2,91 €",2.91,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nova-diet-macaroni-au-ble-entier-500-g-8425652062022?s=2650
Céleri rave bio,,3000001041733,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/celeri-rave-bio-3000001041733
Clémentine feuille bio  Corse CARREFOUR BIO,CARREFOUR BIO,3270190011057,"2,91 €",2.91,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/clementine-feuille-bio-corse-carrefour-bio-3270190011057
Spaghetti konjac & avoine LIV HAPPY FOOD,LIV HAPPY FOOD,3701268000050,"2,92 €",2.92,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spaghetti-konjac-avoine-liv-happy-food-3701268000050
Salade de thon Les Saladières SAUPIQUET,SAUPIQUET,3165950217094,"2,92 €",2.92,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/salade-de-thon-les-saladieres-saupiquet-3165950217094
Savon Liquide Recharge Mains Anti-Bactérienne No Touch Beurre de Karité DETTOL,DETTOL,3059947000304,"2,92 €",2.92,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-liquide-recharge-mains-anti-bacterienne-no-touch-beurre-de-karite-dettol-3059947000304
Légumes cuisinés  poêlée jardinière D'AUCY,D'AUCY,3017800209530,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/legumes-cuisines-poelee-jardiniere-d-aucy-3017800209530
Serviettes Hygiéniques sans Ailettes Long Day Taille 2 Ultra ALWAYS,ALWAYS,8006540822524,"2,95 €",2.95,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-sans-ailettes-long-day-taille-2-ultra-always-8006540822524
Tartes poire,,3276550678540,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tartes-poire-3276550678540
Brioches barre crousti PITCH,PITCH,3256549999313,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/brioches-barre-crousti-pitch-3256549999313
Petits pois tendres et fondants CASSEGRAIN,CASSEGRAIN,3083680085311,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-tendres-et-fondants-cassegrain-3083680085311
Œufs,,3479433123629,"2,95 €",2.95,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-3479433123629
Sardines à l'huile de tournesol PARMENTIER,PARMENTIER,3019089045717,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sardines-a-l-huile-de-tournesol-parmentier-3019089045717
Brioche tranchée pépites de chocolat sans additifs HARRYS,HARRYS,3228857001347,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/brioche-tranchee-pepites-de-chocolat-sans-additifs-harrys-3228857001347
Farine de blé complet T150  Bio  MON FOURNIL,MON FOURNIL,3760130561709,"2,95 €",2.95,alimentaire_farine,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/farine-de-ble-complet-t150-bio-mon-fournil-3760130561709
Ail blanc 3 têtes Bio,,3276553449642,"2,95 €",2.95,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/ail-blanc-3-tetes-bio-3276553449642
Savon Solide à l'Amande Douce MONSAVON,MONSAVON,8720181385018,"2,95 €",2.95,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-solide-a-l-amande-douce-monsavon-8720181385018
Mini chaussons au nutella,,3523680464766,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mini-chaussons-au-nutella-3523680464766
Nouilles  de riz,,3275760000424,"2,95 €",2.95,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-3275760000424
Pain Bruschetta nature LA BOULANGERE,LA BOULANGERE,3760049795509,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-bruschetta-nature-la-boulangere-3760049795509
Lentilles vertes ALNATURA,ALNATURA,4104420207554,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lentilles-vertes-alnatura-4104420207554
Serviettes Hygiéniques avec Ailettes Nuit Taille 5 Ultra Secure Night Extra ALWAYS,ALWAYS,8006540822852,"2,95 €",2.95,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-avec-ailettes-nuit-taille-5-ultra-secure-night-extra-always-8006540822852
Sardines sans arêtes au naturel  CONNETABLE,CONNETABLE,3263670126518,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sardines-sans-aretes-au-naturel-connetable-3263670126518
Serviettes Hygiéniques avec Ailettes Secure Night Taille 4 Ultra ALWAYS,ALWAYS,8006540822760,"2,95 €",2.95,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-avec-ailettes-secure-night-taille-4-ultra-always-8006540822760
Antipasti de Tomates Séchées CIRO,CIRO,3760014294853,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/antipasti-de-tomates-sechees-ciro-3760014294853
Dentifrice Integral 8 Nature Elements Sel Rose Camomille SIGNAL,SIGNAL,8720181230585,"2,95 €",2.95,hygiene_dentifrice,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/dentifrice-integral-8-nature-elements-sel-rose-camomille-signal-8720181230585
Pâtes Crozets ALPINA,ALPINA,3252971585858,"2,95 €",2.95,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-crozets-alpina-3252971585858
Tarte chocolat noisette L'ATELIER GEORGET,L'ATELIER GEORGET,3456580128646,"2,95 €",2.95,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tarte-chocolat-noisette-l-atelier-georget-3456580128646
Haricots roses au naturel RBI,RBI,3297386000473,"2,95 €",2.95,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-roses-au-naturel-rbi-3297386000473
